Formula,temperature(K),seebeck_coefficient(μV/K),electrical_conductivity(S/m),thermal_conductivity(W/mK),power_factor(W/mK2),ZT,reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi2Te2.01Se0.99,473 ,-174,44173,0.96,0.00133 ,0.65 ,https://doi.org/10.1007/s11664-020-08258-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi2Te2.01Se0.99,523 ,-176,39210,0.96,0.00121 ,0.67 ,https://doi.org/10.1007/s11664-020-08258-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi2Te2.1Se0.9,323 ,-152,65612,1.15,0.00151 ,0.45 ,https://doi.org/10.1007/s11664-020-08258-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi2Te2.1Se0.9,373 ,-159,60000,1.11,0.00151 ,0.54 ,https://doi.org/10.1007/s11664-020-08258-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi2Te2.1Se0.9,423 ,-170,53950,1.07,0.00156 ,0.64 ,https://doi.org/10.1007/s11664-020-08258-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi2Te2.1Se0.9,573 ,-176,40000,1.08,0.00124 ,0.65 ,https://doi.org/10.1007/s11664-020-08258-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi2Te2.1Se0.9,473 ,-175,48490,1.05,0.00148 ,0.69 ,https://doi.org/10.1007/s11664-020-08258-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi2Te2.1Se0.9,523 ,-180,43500,1.06,0.00140 ,0.70 ,https://doi.org/10.1007/s11664-020-08258-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi2Te2.55Se0.45,323 ,-135,88489,1.20,0.00162 ,0.45 ,https://doi.org/10.1007/s11664-020-08258-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi2Te2.55Se0.45,373 ,-145,79275,1.17,0.00167 ,0.53 ,https://doi.org/10.1007/s11664-020-08258-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi2Te2.55Se0.45,573 ,-149,52029,1.23,0.00116 ,0.56 ,https://doi.org/10.1007/s11664-020-08258-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi2Te2.55Se0.45,423 ,-152,70435,1.15,0.00164 ,0.60 ,https://doi.org/10.1007/s11664-020-08258-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi2Te2.55Se0.45,523 ,-158,56812,1.17,0.00141 ,0.63 ,https://doi.org/10.1007/s11664-020-08258-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi2Te2.55Se0.45,473 ,-157,62900,1.14,0.00154 ,0.64 ,https://doi.org/10.1007/s11664-020-08258-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi2Te2.7Se0.3,323 ,-132,107200,1.33,0.00187 ,0.46 ,https://doi.org/10.1007/s11664-020-08258-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi2Te2.7Se0.3,573 ,-145,60700,1.42,0.00128 ,0.51 ,https://doi.org/10.1007/s11664-020-08258-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi2Te2.7Se0.3,373 ,-140,95400,1.31,0.00188 ,0.54 ,https://doi.org/10.1007/s11664-020-08258-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi2Te2.7Se0.3,423 ,-149,83320,1.29,0.00185 ,0.61 ,https://doi.org/10.1007/s11664-020-08258-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi2Te2.7Se0.3,523 ,-152,66050,1.32,0.00152 ,0.61 ,https://doi.org/10.1007/s11664-020-08258-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bi2Te2.7Se0.3,473 ,-153,73550,1.27,0.00173 ,0.65 ,https://doi.org/10.1007/s11664-020-08258-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CrO0.09N0.9,50,-23,11616,1.22 ,0.00001 ,0.00 ,https://doi.org/10.1016/j.actamat.2010.10.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CrO0.09N0.9,100,-36,17934,3.06 ,0.00002 ,0.00 ,https://doi.org/10.1016/j.actamat.2010.10.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CrO0.09N0.9,150,-45,24147,4.19 ,0.00005 ,0.00 ,https://doi.org/10.1016/j.actamat.2010.10.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CrO0.09N0.9,200,-52,29773,4.59 ,0.00008 ,0.00 ,https://doi.org/10.1016/j.actamat.2010.10.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CrO0.09N0.9,250,-57,34457,4.39 ,0.00011 ,0.01 ,https://doi.org/10.1016/j.actamat.2010.10.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CrO0.09N0.9,275,-46,33713,2.68 ,0.00007 ,0.01 ,https://doi.org/10.1016/j.actamat.2010.10.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CrO0.09N0.9,300,-49,35660,2.75 ,0.00008 ,0.01 ,https://doi.org/10.1016/j.actamat.2010.10.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mg2.975Na0.025Sb2,323,75,36600,2.01 ,0.00021 ,0.03 ,https://doi.org/10.1016/j.actamat.2015.04.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mg2.975Na0.025Sb2,373,89,39000,1.84 ,0.00031 ,0.06 ,https://doi.org/10.1016/j.actamat.2015.04.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mg2.975Na0.025Sb2,473,109,41000,1.56 ,0.00049 ,0.15 ,https://doi.org/10.1016/j.actamat.2015.04.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mg2.975Na0.025Sb2,573,126,37200,1.35 ,0.00059 ,0.25 ,https://doi.org/10.1016/j.actamat.2015.04.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mg2.975Na0.025Sb2,673,142,33500,1.21 ,0.00068 ,0.38 ,https://doi.org/10.1016/j.actamat.2015.04.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mg2.9875Na0.0125Sb2,323,100,24000,1.73 ,0.00024 ,0.04 ,https://doi.org/10.1016/j.actamat.2015.04.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mg2.9875Na0.0125Sb2,373,108,26523,1.56 ,0.00031 ,0.07 ,https://doi.org/10.1016/j.actamat.2015.04.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mg2.9875Na0.0125Sb2,473,134,29134,1.30 ,0.00052 ,0.19 ,https://doi.org/10.1016/j.actamat.2015.04.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mg2.9875Na0.0125Sb2,573,152,28300,1.11 ,0.00065 ,0.34 ,https://doi.org/10.1016/j.actamat.2015.04.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mg2.9875Na0.0125Sb2,673,171,24000,1.00 ,0.00070 ,0.47 ,https://doi.org/10.1016/j.actamat.2015.04.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mg2.994Na0.006Sb2,323,123,13097,1.51 ,0.00020 ,0.04 ,https://doi.org/10.1016/j.actamat.2015.04.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mg2.994Na0.006Sb2,370,139,16444,1.38 ,0.00032 ,0.09 ,https://doi.org/10.1016/j.actamat.2015.04.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mg2.994Na0.006Sb2,468,164,17660,1.16 ,0.00047 ,0.19 ,https://doi.org/10.1016/j.actamat.2015.04.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mg2.994Na0.006Sb2,565,190,15500,0.98 ,0.00056 ,0.32 ,https://doi.org/10.1016/j.actamat.2015.04.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mg2.994Na0.006Sb2,663,213,12375,0.87 ,0.00056 ,0.43 ,https://doi.org/10.1016/j.actamat.2015.04.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CaTiO3,321,-252,5400,4.69 ,0.00034 ,0.02 ,https://doi.org/10.1016/j.cej.2021.131121 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CaTiO3,538,-257,2600,3.67 ,0.00017 ,0.03 ,https://doi.org/10.1016/j.cej.2021.131121 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CaTiO3,432,-259,3600,4.03 ,0.00024 ,0.03 ,https://doi.org/10.1016/j.cej.2021.131121 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CaTiO3,640,-264,2450,3.46 ,0.00017 ,0.03 ,https://doi.org/10.1016/j.cej.2021.131121 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CaTiO3,740,-280,2450,3.35 ,0.00019 ,0.04 ,https://doi.org/10.1016/j.cej.2021.131121 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CaTiO3,840,-295,2150,3.14 ,0.00019 ,0.05 ,https://doi.org/10.1016/j.cej.2021.131121 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CaTiO3,1016,-369,1400,2.75 ,0.00019 ,0.07 ,https://doi.org/10.1016/j.cej.2021.131121 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La0.15Ca0.85TiO3,432,-86,115100,3.85 ,0.00085 ,0.11 ,https://doi.org/10.1016/j.cej.2021.131121 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La0.15Ca0.85TiO3,538,-107,73120,3.50 ,0.00084 ,0.14 ,https://doi.org/10.1016/j.cej.2021.131121 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La0.15Ca0.85TiO3,640,-126,48925,3.21 ,0.00078 ,0.15 ,https://doi.org/10.1016/j.cej.2021.131121 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La0.15Ca0.85TiO3,740,-143,35484,3.04 ,0.00073 ,0.18 ,https://doi.org/10.1016/j.cej.2021.131121 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La0.1Ca0.9TiO3,538,-129,26340,3.50 ,0.00044 ,0.07 ,https://doi.org/10.1016/j.cej.2021.131121 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La0.1Ca0.9TiO3,640,-146,19900,3.24 ,0.00042 ,0.08 ,https://doi.org/10.1016/j.cej.2021.131121 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La0.1Ca0.9TiO3,740,-163,14520,3.03 ,0.00039 ,0.09 ,https://doi.org/10.1016/j.cej.2021.131121 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La0.1Ca0.9TiO3,840,-184,12000,2.94 ,0.00041 ,0.12 ,https://doi.org/10.1016/j.cej.2021.131121 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La0.25Ca0.75TiO3,321,-48,245200,4.06 ,0.00056 ,0.04 ,https://doi.org/10.1016/j.cej.2021.131121 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La0.25Ca0.75TiO3,432,-66,151000,3.66 ,0.00066 ,0.08 ,https://doi.org/10.1016/j.cej.2021.131121 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La0.25Ca0.75TiO3,538,-86,97300,3.30 ,0.00072 ,0.12 ,https://doi.org/10.1016/j.cej.2021.131121 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La0.25Ca0.75TiO3,640,-106,66500,3.07 ,0.00074 ,0.15 ,https://doi.org/10.1016/j.cej.2021.131121 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La0.25Ca0.75TiO3,740,-127,47311,2.97 ,0.00076 ,0.19 ,https://doi.org/10.1016/j.cej.2021.131121 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La0.25Ca0.75TiO3,840,-146,36560,2.90 ,0.00078 ,0.23 ,https://doi.org/10.1016/j.cej.2021.131121 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La0.25Ca0.75TiO3,1016,-185,26000,2.65 ,0.00089 ,0.34 ,https://doi.org/10.1016/j.cej.2021.131121 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La0.2Ca0.8TiO3,321,-52,339247,4.27 ,0.00092 ,0.07 ,https://doi.org/10.1016/j.cej.2021.131121 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La0.2Ca0.8TiO3,432,-72,192473,3.78 ,0.00100 ,0.11 ,https://doi.org/10.1016/j.cej.2021.131121 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La0.2Ca0.8TiO3,538,-92,118800,3.41 ,0.00101 ,0.16 ,https://doi.org/10.1016/j.cej.2021.131121 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La0.2Ca0.8TiO3,740,-133,54840,2.96 ,0.00097 ,0.24 ,https://doi.org/10.1016/j.cej.2021.131121 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La0.2Ca0.8TiO3,840,-153,40322,2.85 ,0.00094 ,0.28 ,https://doi.org/10.1016/j.cej.2021.131121 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La0.2Ca0.8TiO3,1016,-200,26000,2.61 ,0.00104 ,0.40 ,https://doi.org/10.1016/j.cej.2021.131121 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Zn0.95In0.05)4Sb3,323,146,26580,0.86 ,0.00057 ,0.21 ,https://doi.org/10.1016/j.intermet.2004.02.030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Zn0.95In0.05)4Sb3,348,154,25400,0.85 ,0.00060 ,0.25 ,https://doi.org/10.1016/j.intermet.2004.02.030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Zn0.95In0.05)4Sb3,373,156,24528,0.84 ,0.00060 ,0.26 ,https://doi.org/10.1016/j.intermet.2004.02.030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Zn0.95In0.05)4Sb3,398,163,24034,0.83 ,0.00064 ,0.31 ,https://doi.org/10.1016/j.intermet.2004.02.030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Zn0.95In0.05)4Sb3,448,177,23100,0.81 ,0.00073 ,0.40 ,https://doi.org/10.1016/j.intermet.2004.02.030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Zn0.95In0.05)4Sb3,473,182,22700,0.81 ,0.00075 ,0.44 ,https://doi.org/10.1016/j.intermet.2004.02.030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Zn0.98In0.02)4Sb3,323,135,38540,0.84 ,0.00070 ,0.27 ,https://doi.org/10.1016/j.intermet.2004.02.030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Zn0.98In0.02)4Sb3,373,136,34540,0.82 ,0.00064 ,0.29 ,https://doi.org/10.1016/j.intermet.2004.02.030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Zn0.98In0.02)4Sb3,423,151,31920,0.81 ,0.00073 ,0.38 ,https://doi.org/10.1016/j.intermet.2004.02.030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Zn0.9In0.1)4Sb3,323,156,13216,0.89 ,0.00032 ,0.12 ,https://doi.org/10.1016/j.intermet.2004.02.030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Zn0.9In0.1)4Sb3,373,175,13095,0.84 ,0.00040 ,0.18 ,https://doi.org/10.1016/j.intermet.2004.02.030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Zn0.9In0.1)4Sb3,423,188,13143,0.82 ,0.00046 ,0.24 ,https://doi.org/10.1016/j.intermet.2004.02.030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Zn0.9In0.1)4Sb3,473,202,13120,0.81 ,0.00054 ,0.31 ,https://doi.org/10.1016/j.intermet.2004.02.030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag0.4Sb1.1Pb19.6Te18.8,423,-1,16247,1.56 ,0.00000 ,0.00 ,https://doi.org/10.1016/j.jallcom.2004.08.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag0.4Sb1.1Pb19.6Te18.8,473,-18,17208,1.46 ,0.00001 ,0.00 ,https://doi.org/10.1016/j.jallcom.2004.08.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag0.4Sb1.1Pb19.6Te18.8,373,21,18406,1.66 ,0.00001 ,0.00 ,https://doi.org/10.1016/j.jallcom.2004.08.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag0.4Sb1.1Pb19.6Te18.8,523,-69,17450,1.38 ,0.00008 ,0.03 ,https://doi.org/10.1016/j.jallcom.2004.08.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag0.4Sb1.1Pb19.6Te18.8,573,-120,18400,1.34 ,0.00026 ,0.11 ,https://doi.org/10.1016/j.jallcom.2004.08.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag0.4Sb1.1Pb19.6Te18.8,623,-146,24032,1.34 ,0.00051 ,0.24 ,https://doi.org/10.1016/j.jallcom.2004.08.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag0.4Sb1.1Pb19.6Te18.8,673,-143,37000,1.37 ,0.00076 ,0.37 ,https://doi.org/10.1016/j.jallcom.2004.08.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag0.5Sb1.1Pb19.6Te18.8,423,2,29875,1.63 ,0.00000 ,0.00 ,https://doi.org/10.1016/j.jallcom.2004.08.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag0.5Sb1.1Pb19.6Te18.8,373,5,31795,1.73 ,0.00000 ,0.00 ,https://doi.org/10.1016/j.jallcom.2004.08.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag0.5Sb1.1Pb19.6Te18.8,473,-14,29250,1.56 ,0.00001 ,0.00 ,https://doi.org/10.1016/j.jallcom.2004.08.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag0.5Sb1.1Pb19.6Te18.8,523,-50,26110,1.47 ,0.00006 ,0.02 ,https://doi.org/10.1016/j.jallcom.2004.08.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag0.5Sb1.1Pb19.6Te18.8,573,-100,24288,1.42 ,0.00024 ,0.10 ,https://doi.org/10.1016/j.jallcom.2004.08.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag0.5Sb1.1Pb19.6Te18.8,623,-136,31140,1.40 ,0.00058 ,0.26 ,https://doi.org/10.1016/j.jallcom.2004.08.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag0.5Sb1.1Pb19.6Te18.8,673,-133,42000,1.44 ,0.00074 ,0.35 ,https://doi.org/10.1016/j.jallcom.2004.08.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag0.6Sb0.9Pb19.5Te19.1,573,-190,13350,1.65 ,0.00048 ,0.16 ,https://doi.org/10.1016/j.jallcom.2004.08.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag0.6Sb0.9Pb19.5Te19.1,623,-200,22500,1.67 ,0.00090 ,0.34 ,https://doi.org/10.1016/j.jallcom.2004.08.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag0.6Sb0.9Pb19.5Te19.1,673,-198,27700,1.70 ,0.00109 ,0.42 ,https://doi.org/10.1016/j.jallcom.2004.08.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag0.8Sb0.8Pb18.3Te20.0,373,-336,4080,0.92 ,0.00046 ,0.19 ,https://doi.org/10.1016/j.jallcom.2004.08.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag0.8Sb0.8Pb18.3Te20.0,423,-337,4608,0.86 ,0.00052 ,0.26 ,https://doi.org/10.1016/j.jallcom.2004.08.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag0.8Sb0.8Pb18.3Te20.0,473,-315,6900,0.81 ,0.00065 ,0.38 ,https://doi.org/10.1016/j.jallcom.2004.08.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag0.8Sb0.8Pb18.3Te20.0,523,-294,8800,0.76 ,0.00076 ,0.52 ,https://doi.org/10.1016/j.jallcom.2004.08.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag0.8Sb0.8Pb18.3Te20.0,573,-274,12228,0.73 ,0.00092 ,0.71 ,https://doi.org/10.1016/j.jallcom.2004.08.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag0.8Sb0.8Pb18.3Te20.0,623,-260,16000,0.72 ,0.00108 ,0.94 ,https://doi.org/10.1016/j.jallcom.2004.08.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag0.8Sb0.8Pb18.3Te20.0,673,-242,19116,0.70 ,0.00112 ,1.07 ,https://doi.org/10.1016/j.jallcom.2004.08.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag0.9Sb0.9Pb18.3Te19.9,373,-373,1872,1.04 ,0.00026 ,0.09 ,https://doi.org/10.1016/j.jallcom.2004.08.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag0.9Sb0.9Pb18.3Te19.9,423,-360,3168,0.96 ,0.00041 ,0.18 ,https://doi.org/10.1016/j.jallcom.2004.08.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag0.9Sb0.9Pb18.3Te19.9,473,-320,5800,0.91 ,0.00059 ,0.31 ,https://doi.org/10.1016/j.jallcom.2004.08.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag0.9Sb0.9Pb18.3Te19.9,523,-296,8625,0.86 ,0.00076 ,0.46 ,https://doi.org/10.1016/j.jallcom.2004.08.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag1.1Sb0.8Pb15.5Te22.6,573,325,3050,0.94 ,0.00032 ,0.20 ,https://doi.org/10.1016/j.jallcom.2004.08.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag1.1Sb0.8Pb15.5Te22.6,623,326,3940,0.91 ,0.00042 ,0.29 ,https://doi.org/10.1016/j.jallcom.2004.08.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag1.1Sb0.8Pb15.5Te22.6,673,312,4500,0.96 ,0.00044 ,0.31 ,https://doi.org/10.1016/j.jallcom.2004.08.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag1.1Sb0.8Pb15.5Te22.6,373,320,5000,1.11 ,0.00051 ,0.19 ,https://doi.org/10.1016/j.jallcom.2004.08.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag1.1Sb0.8Pb15.5Te22.6,423,360,4350,1.05 ,0.00056 ,0.23 ,https://doi.org/10.1016/j.jallcom.2004.08.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag1.1Sb0.8Pb15.5Te22.6,473,340,3015,1.48 ,0.00035 ,0.11 ,https://doi.org/10.1016/j.jallcom.2004.08.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag1.1Sb0.8Pb15.5Te22.6,523,320,2685,0.97 ,0.00027 ,0.15 ,https://doi.org/10.1016/j.jallcom.2004.08.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
